id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
129,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
130,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
131,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,0.33,0,1,0,1,3,0.0,1,False
132,0,3,1,0,0,4,2,1.0,2,2,1,5,1,0,0,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,1,2,5,2.0,2,5,2,5,1,0.0,0,False
133,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,0,1,2,6,0.33,8,9,5,7,6,0.0,4,False
134,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
135,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
136,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,10.0,1.0,10.0,0.0,5,1.0,0.56,10.0,1,0,0,2,1.0,2,3,2,2,1,0.0,0,False
137,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,0.2,3,6,3,6,5,0.0,3,False
138,0,3,1,0,0,4,2,1.0,2,2,1,5,1,0,0,0,2,1,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,0,1,2,5,1.0,5,8,4,8,2,0.0,0,False
139,14,11,4,1,18,20,6,0.16,10,6,1,31,1,0,37,0,6,1,38.12,38.25,55776.93,0.49,264,0.03,3098.72,1458.22,0,5,10,27,0.08,119,145,28,18,72,33.93,38,False
140,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
141,2,3,0,0,0,4,2,0.22,2,1,0,6,1,0,9,0,0,0,8.51,8.0,544.91,0.02,19,0.13,30.27,68.11,0,1,2,6,0.15,8,11,4,8,13,0.0,9,False
142,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
143,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
144,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.33,1,5,1,5,3,0.0,2,False
145,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
146,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
147,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
148,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
149,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
150,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
151,0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50.0,2,False
152,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,3,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,3,0.5,4,6,4,5,2,0.0,0,False
153,0,5,1,0,0,8,3,0.25,4,2,0,10,1,0,12,3,2,0,21.54,19.27,7995.67,0.14,83,0.05,444.2,415.0,0,2,4,9,0.17,34,49,15,17,18,0.0,12,False
154,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
155,28,3,7,0,1,4,2,0.11,2,2,1,13,1,0,18,0,1,0,57.1,7.54,3243.41,0.14,82,0.13,180.19,430.33,0,1,2,13,0.04,37,45,27,11,50,5.26,18,False
156,11,39,2,3,17,52,20,0.34,14,2,0,56,18,0,55,0,0,0,37.92,34.5,45133.85,0.44,233,0.03,2507.44,1308.23,0,19,29,38,0.23,92,141,28,21,88,26.67,58,False
157,0,1,2,0,0,0,1,1.0,0,1,1,3,1,0,0,0,1,1,7.33,4.5,148.5,0.01,11,0.22,8.25,33.0,1,0,0,4,1.0,3,8,2,6,1,0.0,0,False
158,0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,1,0,0,3,0.17,6,8,5,6,6,0.0,4,False
159,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False
160,0,3,1,0,0,4,2,1.0,2,2,1,5,1,0,0,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,1,2,5,2.0,2,4,2,4,1,0.0,0,False
161,10,1,1,0,9,0,1,0.14,0,1,1,2,1,0,7,0,0,0,38.4,2.5,240.0,0.03,24,0.4,13.33,96.0,1,0,0,3,0.04,11,13,11,5,28,56.25,7,False
162,3,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.14,2,4,2,4,7,0.0,2,False
163,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
164,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1.0,2,4,2,4,1,0.0,0,False
165,2,5,3,0,1,8,3,0.25,4,3,1,11,1,0,12,0,2,0,18.15,7.71,1080.0,0.05,35,0.13,60.0,140.0,0,2,4,10,0.19,12,23,7,9,16,7.69,12,False
166,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
167,3,5,5,0,2,8,3,0.27,4,3,1,14,1,0,11,0,0,0,26.82,5.32,758.5,0.05,33,0.19,42.14,142.62,0,2,4,13,0.17,13,20,11,9,18,15.38,11,False
168,2,3,0,0,3,8,2,0.4,4,1,0,5,1,0,5,0,2,1,4.87,13.5,887.34,0.02,19,0.07,49.3,65.73,0,2,4,5,0.17,6,13,2,9,12,37.5,5,False
169,2,5,2,0,1,8,3,0.13,4,2,0,16,1,0,23,0,3,1,19.78,20.04,7940.87,0.13,80,0.05,441.16,396.34,0,2,4,15,0.11,33,47,14,17,28,4.17,23,False
170,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
171,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
172,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False
173,0,1,0,0,0,0,1,0.09,0,1,1,1,1,0,11,4,1,1,48.97,8.74,3736.43,0.14,91,0.11,207.58,427.74,1,0,0,2,0.06,33,58,17,9,18,0.0,11,False
174,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.2,2.5,82.5,0.01,11,0.4,4.58,33.0,1,0,0,3,0.25,5,6,4,4,4,0.0,2,False
175,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,1,0,0,3,0.25,2,2,2,2,4,0.0,2,False
176,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
177,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False
178,0,3,2,0,0,4,2,0.4,2,2,1,7,1,0,5,0,2,1,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,0,1,2,7,0.29,5,10,5,7,7,0.0,5,False
179,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,0.2,3,6,3,6,5,0.0,3,False
180,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,3,1.0,1,4,1,4,1,0.0,0,False
181,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0.0,0,False
182,1,7,3,0,2,12,4,0.31,6,3,0,20,1,0,13,0,4,1,23.37,9.45,2087.42,0.07,52,0.11,115.97,220.89,0,3,6,18,0.22,21,31,10,9,18,13.33,13,False
183,11,21,16,11,16,38,11,0.22,18,10,0,72,11,1,38,0,9,0,68.12,26.54,47985.65,0.6,322,0.04,2665.87,1807.94,1,10,19,63,0.14,147,175,36,13,78,41.54,49,False
184,1,3,1,0,0,0,2,0.5,0,2,1,6,1,0,4,0,2,1,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,0,0,0,6,0.29,4,10,3,8,7,0.0,4,False
185,0,3,2,0,0,6,2,0.25,2,2,1,6,1,0,8,0,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,241.48,0,2,3,6,0.2,19,33,12,13,10,0.0,8,False
186,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,2,1.0,1,4,1,4,1,0.0,0,False
187,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
188,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
189,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False
190,2,3,2,1,0,4,2,0.13,2,2,1,6,1,0,15,0,0,0,56.19,14.88,12432.2,0.28,156,0.07,690.68,835.78,0,1,2,6,0.09,42,114,24,17,22,6.25,16,False
191,1,5,6,0,3,8,3,0.16,4,3,1,14,1,0,19,0,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,0,2,4,13,0.12,20,26,11,12,25,13.64,19,False
192,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,3,0.25,1,3,1,3,4,0.0,2,False
193,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
194,1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0.0,2,False
195,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0.5,0,0,0,0,2,0.0,0,False
196,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
197,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
198,0,1,1,0,1,0,1,0.5,0,1,1,2,1,0,2,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,3,0.25,1,4,1,4,4,33.33,2,False
199,0,1,0,0,0,0,1,0.33,0,1,1,3,1,0,3,0,1,1,10.34,2.0,41.36,0.01,8,0.5,2.3,20.68,1,0,0,4,0.2,2,6,2,4,5,0.0,3,False
200,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
201,3,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.13,4,5,4,3,8,33.33,3,False
202,1,1,0,0,4,0,1,0.25,0,1,1,1,1,0,4,0,0,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1,0,0,2,0.09,6,7,5,3,11,50.0,4,False
203,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
204,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0.5,0,0,0,0,2,0.0,0,False
205,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,15.23,4.0,243.67,0.02,16,0.25,13.54,60.92,1,0,0,3,0.25,6,10,6,8,4,0.0,2,False
206,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.5,2,3,2,3,2,0.0,0,False
207,1,1,0,0,4,0,1,0.25,0,1,1,1,1,0,4,0,0,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1,0,0,2,0.09,6,7,5,3,11,50.0,4,False
208,0,3,3,0,0,4,2,0.5,2,2,1,7,1,0,4,0,1,0,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,0,1,2,7,0.33,5,12,4,9,6,0.0,4,False
209,4,5,6,0,2,8,3,0.15,4,2,0,15,1,0,20,0,2,0,50.07,8.26,3417.03,0.14,82,0.12,189.83,413.64,0,2,4,14,0.11,38,44,23,10,28,9.09,20,False
210,13,13,5,3,11,26,7,0.13,12,3,0,40,3,0,52,0,0,0,48.19,31.87,48957.02,0.51,259,0.03,2719.83,1536.06,0,7,13,35,0.09,113,146,39,22,81,21.21,55,False
211,4,35,6,3,14,58,1,0.02,22,1,1,66,1,0,57,0,0,0,36.94,52.98,103685.35,0.65,345,0.02,5760.3,1956.99,1,18,29,50,0.01,129,216,28,23,80,22.97,60,False
212,2,3,1,0,4,4,2,0.13,2,2,1,8,1,0,15,0,0,0,23.88,12.66,3824.79,0.1,61,0.08,212.49,302.21,0,1,2,8,0.09,27,34,16,15,23,21.05,15,False
213,8,1,1,15,10,0,1,0.03,0,1,1,6,1,0,20,0,1,1,111.26,8.1,7291.13,0.3,158,0.12,405.06,900.67,1,0,0,7,0.02,68,90,42,10,55,55.56,35,False
214,1,1,0,0,4,0,1,0.25,0,1,1,1,1,0,4,0,0,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1,0,0,2,0.09,6,7,5,3,11,50.0,4,False
215,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False
216,7,3,6,4,3,4,2,0.13,2,2,1,10,1,0,12,0,1,0,32.72,12.8,5360.18,0.14,81,0.08,297.79,418.76,0,1,2,10,0.07,32,49,20,16,28,36.84,16,False
217,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
218,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
219,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,1,1,1,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,1,0,0,2,1.0,3,5,2,4,1,0.0,0,False
220,2,7,1,0,0,12,4,0.36,6,2,0,14,3,0,11,0,4,1,12.35,16.0,3162.47,0.07,45,0.06,175.69,197.65,0,3,6,12,0.29,16,29,7,14,14,0.0,11,False
221,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
222,4,5,1,3,0,8,3,0.33,4,2,0,11,1,0,6,0,0,0,14.46,7.5,813.14,0.04,26,0.13,45.17,108.42,0,2,4,10,0.2,12,14,8,10,15,33.33,9,False
223,0,3,0,0,0,6,2,1.0,2,1,0,5,1,0,0,0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,2,3,5,2.0,2,4,2,4,1,0.0,0,False
224,2,3,1,5,0,0,2,0.2,0,2,1,6,1,0,5,0,0,0,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,0,0,0,6,0.14,9,13,6,8,14,50.0,10,False
225,0,1,0,0,0,4,1,1.0,2,1,1,1,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,1,2,2,1.0,1,4,1,4,1,0.0,0,False
226,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
227,0,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1,0,0,2,0.17,6,7,5,3,6,50.0,4,False
228,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
229,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False
230,7,1,3,7,1,0,1,0.08,0,1,1,6,1,0,6,0,0,0,83.2,3.33,924.42,0.09,59,0.3,51.36,277.33,1,0,0,7,0.04,28,31,21,5,23,57.14,13,False
231,7,1,4,5,6,0,1,0.05,0,1,1,9,1,0,14,1,0,0,46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,1,0,0,10,0.03,34,46,20,10,34,44.0,19,False
232,0,1,2,3,0,0,1,0.25,0,1,1,3,1,0,1,0,1,1,19.02,2.0,76.08,0.01,12,0.5,4.23,38.04,1,0,0,4,0.17,5,7,5,4,6,75.0,4,False
233,0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,2,0.17,4,5,3,4,6,0.0,4,False
234,0,3,1,0,0,4,2,1.0,2,2,1,5,1,0,0,0,2,1,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,0,1,2,5,1.0,5,8,4,8,2,0.0,0,False
235,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
236,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
237,3,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.13,4,5,4,3,8,33.33,3,False
238,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False
239,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1,0,0,3,0.33,4,5,4,4,3,0.0,2,False
240,3,3,2,0,0,4,2,0.25,2,2,1,6,1,0,8,0,2,1,16.97,7.07,848.57,0.04,30,0.14,47.14,120.0,0,1,2,6,0.15,11,19,7,9,13,0.0,8,False
241,25,5,0,24,8,8,3,0.04,4,1,0,13,1,0,50,0,1,0,56.97,63.22,227673.63,1.2,652,0.02,12648.53,3601.36,0,2,4,12,0.03,289,363,32,14,109,39.02,74,False
242,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1,0,0,2,1.0,3,5,3,4,1,0.0,0,False
243,2,11,5,5,0,20,6,0.26,10,5,0,30,4,0,18,0,0,0,34.8,12.29,5260.09,0.14,89,0.08,292.23,427.85,0,5,10,26,0.22,38,51,17,11,27,21.74,23,False
244,0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,6,1,1,28.92,4.33,543.12,0.04,29,0.23,30.17,125.34,1,0,0,3,0.08,13,16,12,8,13,0.0,4,False
245,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0.0,2,False
246,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
247,4,3,3,0,22,0,2,0.17,0,2,1,7,1,0,12,0,2,1,21.34,9.45,1907.34,0.07,44,0.11,105.96,201.74,0,0,0,7,0.05,16,28,11,13,40,64.7,12,False
248,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
249,1,1,0,0,3,0,1,0.2,0,1,1,1,1,0,5,0,1,1,37.57,5.85,1283.91,0.07,50,0.17,71.33,219.62,1,0,0,2,0.09,19,31,13,8,11,37.5,5,False
250,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
251,2,5,2,0,1,8,3,0.13,4,2,0,16,1,0,23,0,0,0,19.78,20.04,7940.87,0.13,80,0.05,441.16,396.34,0,2,4,15,0.11,33,47,14,17,28,4.17,23,False
252,4,7,1,1,8,12,4,0.17,6,1,0,20,1,0,23,0,0,0,23.26,21.67,10918.18,0.17,113,0.05,606.57,503.92,0,3,6,18,0.11,52,61,12,10,38,28.13,24,False
253,0,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1,0,0,2,0.17,6,7,5,3,6,50.0,4,False
254,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
255,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1,0,0,3,0.33,4,5,4,4,3,0.0,2,False
256,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
257,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,3.0,1.0,3.0,0.0,3,1.0,0.17,3.0,1,0,0,2,0.25,2,1,1,1,4,0.0,2,False
258,0,4,1,0,0,0,3,1.0,0,3,1,10,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,9,0.14,0,0,0,0,22,0.0,0,False
259,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
260,3,1,1,7,0,0,1,0.13,0,1,1,8,1,0,1,0,0,0,48.37,5.36,1388.16,0.09,61,0.19,77.12,259.12,1,0,0,9,0.08,30,31,14,5,13,87.5,8,False
261,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0,1,2,6,0.33,10,11,6,8,6,0.0,4,False
262,0,1,2,0,0,0,1,0.17,0,1,1,3,1,0,6,0,1,1,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,1,0,0,4,0.13,10,13,7,7,8,0.0,6,False
