id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
122,0,1,1,0,0,0,1,0.2,0,0.0,1,1.0,4,1,0.0,5,0,16.23,4.5,328.87,0.02,22,0.22,18.27,73.08,1.0,0,0,5,0.17,9,13,5,5,6,0.0,5,False
123,16,23,10,0,8,38,12,0.24,16,2.38,9,0.75,57,7,0.0,49,1,72.52,16.2,19033.06,0.39,193,0.06,1057.39,1174.88,0.58,11,19,47,0.16,90,103,50,18,74,14.04,49,False
124,6,1,3,0,22,0,1,0.11,0,0.0,1,1.0,6,1,0.0,9,4,31.07,5.23,850.08,0.05,37,0.19,47.23,162.52,1.0,0,0,7,0.03,17,20,13,8,38,70.97,9,False
125,2,1,2,0,2,0,1,0.14,0,0.0,1,1.0,3,1,0.0,7,2,16.25,8.89,1283.82,0.05,34,0.11,71.32,144.43,1.0,0,0,4,0.08,16,18,9,10,12,22.22,7,False
126,7,10,1,0,2,12,6,0.15,6,2.0,5,0.83,21,1,0.0,39,0,29.3,25.54,19104.17,0.25,130,0.04,1061.34,748.14,0.17,3,6,17,0.12,55,75,28,26,49,4.88,39,False
127,2,1,1,0,2,0,1,0.08,0,0.0,1,1.0,2,1,0.0,12,1,19.85,3.5,243.2,0.02,17,0.29,13.51,69.49,1.0,0,0,3,0.06,10,7,10,7,17,14.29,12,False
128,0,3,2,0,0,0,2,0.14,0,0.0,2,1.0,7,1,0.0,14,1,18.86,7.33,1014.21,0.05,32,0.14,56.35,138.3,0.5,0,0,7,0.13,12,20,9,11,15,0.0,14,False
129,13,25,14,0,11,40,13,0.25,16,2.5,10,0.77,69,7,0.0,52,0,95.37,13.19,16603.31,0.42,206,0.08,922.41,1258.36,0.54,12,20,58,0.17,95,111,54,15,77,17.46,52,True
130,1,3,1,0,0,4,2,0.22,2,2.0,2,1.0,5,1,0.0,9,0,18.45,3.75,259.45,0.02,20,0.27,14.41,69.19,0.5,1,2,5,0.18,9,11,6,5,11,0.0,9,False
131,3,3,2,0,0,4,2,0.14,2,2.0,2,1.0,8,1,0.0,14,0,26.83,6.92,1285.99,0.06,40,0.14,71.44,185.75,0.5,1,2,8,0.11,15,25,13,12,18,0.0,14,False
132,2,1,4,0,0,0,1,0.14,0,0.0,1,1.0,5,1,0.0,7,0,21.11,4.81,488.85,0.03,26,0.21,27.16,101.58,1.0,0,0,6,0.1,11,15,8,7,10,0.0,7,False
133,4,3,6,0,1,4,2,0.18,2,2.0,2,1.0,12,1,0.0,11,0,56.19,3.0,505.67,0.06,39,0.33,28.09,168.56,0.5,1,2,12,0.12,18,21,15,5,17,8.33,11,False
134,1,3,2,0,1,4,2,0.4,2,2.0,2,1.0,6,1,0.0,5,0,16.73,3.0,150.57,0.02,14,0.33,8.36,50.19,0.5,1,2,6,0.25,6,8,6,6,8,16.67,5,False
135,0,1,1,0,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.25,2,3,2,3,4,0.0,3,False
136,16,25,17,0,3,32,15,0.27,14,2.29,15,1.0,74,1,0.0,56,1,65.75,18.88,23432.15,0.41,211,0.05,1301.79,1241.24,0.07,9,16,61,0.2,86,125,41,18,76,5.08,56,True
137,20,11,7,8,42,20,6,0.13,10,2.0,5,0.83,29,1,0.0,40,1,46.28,18.53,15888.57,0.29,149,0.05,882.7,857.48,0.17,5,10,25,0.05,63,86,34,20,111,55.56,48,False
138,2,13,6,0,3,20,7,0.41,8,2.5,6,0.86,26,1,0.0,17,0,35.25,8.8,2730.02,0.1,66,0.11,151.67,310.23,0.14,6,10,21,0.3,24,42,15,11,23,15.0,17,False
139,2,3,4,0,4,4,2,0.14,2,2.0,2,1.0,8,1,0.0,14,0,44.39,4.76,1007.83,0.07,45,0.21,55.99,211.52,0.5,1,2,8,0.1,18,27,17,9,21,22.22,14,False
140,3,7,3,0,4,12,4,0.25,6,2.0,3,0.75,16,1,0.0,16,1,28.82,6.75,1312.96,0.06,43,0.15,72.94,194.51,0.25,3,6,14,0.17,21,22,14,9,24,20.0,16,False
141,9,23,1,0,13,44,12,0.25,22,2.0,2,0.17,47,1,0.0,48,0,30.32,47.53,68495.54,0.48,246,0.02,3805.31,1441.06,0.08,11,22,37,0.17,117,129,32,26,71,21.31,48,False
142,10,7,7,0,14,12,4,0.15,6,2.0,2,0.5,23,3,0.0,26,0,44.19,10.02,4437.26,0.15,85,0.1,246.51,442.8,0.75,3,6,21,0.08,37,48,24,13,51,35.0,26,False
143,7,15,4,0,12,26,8,0.31,12,2.17,4,0.5,30,5,0.0,26,4,26.74,14.93,5958.66,0.13,75,0.07,331.04,399.14,0.63,7,13,24,0.17,33,42,21,19,46,31.58,26,False
144,3,5,4,0,0,8,3,0.33,4,2.0,3,1.0,13,1,0.0,9,0,36.11,4.5,731.32,0.05,37,0.22,40.63,162.52,0.33,2,4,12,0.23,18,19,14,7,13,0.0,9,False
145,8,7,15,0,6,8,4,0.15,4,2.0,4,1.0,30,1,0.0,26,2,76.96,8.0,4925.18,0.21,108,0.13,273.62,615.65,0.25,2,4,28,0.1,48,60,39,13,41,18.75,26,False
146,1,4,3,0,0,0,3,0.3,0,0.0,3,1.0,8,1,0.0,10,2,25.95,4.5,525.41,0.04,28,0.22,29.19,116.76,0.33,0,0,7,0.25,9,19,9,9,12,0.0,10,False
147,10,7,15,0,3,8,4,0.14,4,2.0,4,1.0,32,1,0.0,28,2,102.19,6.63,4493.95,0.23,122,0.15,249.66,677.66,0.25,2,4,30,0.1,56,66,38,9,42,9.68,28,False
148,11,5,10,0,6,8,3,0.15,4,2.0,3,1.0,20,1,0.0,20,0,88.39,4.9,2125.07,0.14,82,0.2,118.06,433.4,0.33,2,4,19,0.08,38,44,31,8,38,23.08,20,False
149,23,31,9,1,32,52,16,0.24,20,2.6,8,0.5,67,12,0.0,66,3,72.95,17.37,22006.83,0.42,201,0.06,1222.6,1267.06,0.75,16,26,53,0.13,90,111,57,22,123,33.33,67,True
150,0,1,1,0,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,0.0,3,False
151,0,1,2,0,0,0,1,0.25,0,0.0,1,1.0,3,1,0.0,4,1,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1.0,0,0,4,0.2,4,5,4,3,5,0.0,4,False
152,2,1,1,0,2,0,1,0.1,0,0.0,1,1.0,2,1,0.0,10,0,23.8,4.0,380.74,0.03,25,0.25,21.15,95.18,1.0,0,0,3,0.07,8,17,7,7,15,16.67,10,False
153,9,7,9,0,3,4,5,0.13,2,2.0,5,1.0,26,1,0.0,38,0,49.05,14.86,10838.14,0.24,125,0.07,602.12,729.11,0.2,1,2,23,0.1,55,70,37,20,51,7.32,38,False
154,4,5,2,3,0,0,4,0.31,0,0.0,2,0.5,11,1,0.0,10,1,21.22,6.11,792.35,0.04,30,0.16,44.02,129.66,0.25,0,0,9,0.22,10,20,9,11,18,23.08,13,False
155,7,5,5,0,2,8,3,0.19,4,2.0,3,1.0,15,1,0.0,16,0,43.23,5.5,1307.59,0.08,50,0.18,72.64,237.74,0.33,2,4,14,0.12,22,28,18,9,26,11.11,16,False
156,1,1,1,0,1,0,1,0.13,0,0.0,1,1.0,7,1,0.0,8,0,32.29,2.57,213.55,0.03,25,0.39,11.86,83.05,1.0,0,0,8,0.09,12,13,7,3,11,11.11,8,False
157,1,5,3,0,0,8,3,0.15,4,2.0,3,1.0,13,1,0.0,20,0,42.85,5.83,1458.23,0.08,52,0.17,81.01,249.98,0.33,2,4,12,0.14,21,31,18,10,22,0.0,20,False
158,6,7,2,2,0,0,6,0.26,0,0.0,2,0.33,15,1,0.0,21,1,28.45,8.36,1986.86,0.08,50,0.12,110.38,237.74,0.17,0,0,11,0.2,18,32,14,13,30,8.7,23,False
159,3,8,5,0,0,8,5,0.25,4,2.0,5,1.0,17,1,0.0,20,0,31.91,7.6,1842.99,0.08,51,0.13,102.39,242.5,0.2,2,4,14,0.21,19,32,15,12,24,0.0,20,False
160,1,1,1,0,2,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,1,6.67,4.5,135.0,0.01,10,0.22,7.5,30.0,1.0,0,0,3,0.13,3,7,2,6,8,33.33,4,False
161,2,5,7,0,2,8,3,0.12,4,2.0,3,1.0,17,1,0.0,26,2,56.24,6.87,2658.2,0.13,76,0.15,147.68,386.65,0.33,2,4,16,0.1,33,43,24,10,31,7.14,26,False
162,4,1,2,0,1,0,1,0.09,0,0.0,1,1.0,3,1,0.0,11,2,29.91,7.7,1773.48,0.08,49,0.13,98.53,230.32,1.0,0,0,4,0.06,21,28,15,11,17,8.33,11,False
163,10,13,14,0,5,20,7,0.13,10,2.0,7,1.0,53,1,0.0,52,2,138.63,8.18,9298.52,0.38,193,0.12,516.58,1135.35,0.14,5,10,48,0.1,91,102,50,9,68,8.77,52,False
164,4,9,2,2,0,0,8,0.5,0,0.0,2,0.25,19,1,0.0,14,1,33.29,10.0,3329.3,0.11,66,0.1,184.96,332.93,0.13,0,0,13,0.38,24,42,18,15,21,12.5,16,False
165,6,1,2,2,9,0,1,0.07,0,0.0,1,1.0,12,1,0.0,13,0,46.39,16.58,12752.14,0.26,160,0.06,708.45,769.18,1.0,0,0,13,0.03,70,90,19,9,31,45.83,15,False
166,1,9,2,0,6,10,5,0.56,2,5.0,3,0.6,14,5,1.0,9,1,18.8,4.57,392.92,0.03,22,0.22,21.83,85.95,1.0,4,5,11,0.29,8,14,7,8,17,40.0,9,False
167,11,19,2,0,0,24,11,0.22,10,2.4,6,0.55,35,8,0.0,49,0,37.25,32.25,38746.22,0.4,201,0.03,2152.57,1201.43,0.73,7,12,26,0.18,86,115,36,27,61,0.0,49,False
168,3,3,0,0,4,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,3,13.02,7.5,732.54,0.03,25,0.13,40.7,97.67,0.5,1,2,6,0.12,10,15,6,9,17,30.77,9,False
169,5,7,0,0,7,10,4,0.29,4,2.5,1,0.25,12,3,0.0,14,1,20.31,10.77,2355.5,0.07,46,0.09,130.86,218.72,0.75,3,5,10,0.15,20,26,13,14,27,33.33,14,False
170,5,9,2,0,0,14,5,0.29,6,2.33,3,0.6,16,1,0.0,17,0,27.02,8.8,2092.15,0.08,50,0.11,116.23,237.74,0.2,4,7,13,0.22,22,28,15,12,23,0.0,17,False
171,9,28,6,0,4,16,22,0.48,8,2.0,21,0.95,59,1,0.0,46,2,54.53,33.06,59603.26,0.6,286,0.03,3311.29,1802.88,0.05,4,8,39,0.37,114,172,50,29,60,8.0,46,False
172,8,17,5,0,10,32,9,0.26,16,2.0,5,0.56,40,1,0.0,35,6,55.05,13.19,9577.07,0.24,133,0.08,532.06,726.1,0.11,8,16,33,0.17,51,82,29,15,54,22.22,35,False
173,13,1,4,0,11,0,1,0.03,0,0.0,1,1.0,20,1,0.0,30,0,50.29,11.16,6260.44,0.19,118,0.09,347.8,561.08,1.0,0,0,21,0.02,53,65,19,8,55,26.83,30,False
174,0,1,0,0,1,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,2,0.2,3,6,3,6,5,25.0,3,False
175,3,8,2,2,0,0,7,0.47,0,0.0,2,0.29,17,1,0.0,13,1,30.98,9.19,2614.76,0.09,58,0.11,145.26,284.6,0.14,0,0,12,0.37,21,37,16,14,19,13.33,15,False
176,21,25,22,0,2,12,21,0.31,6,2.0,21,1.0,58,1,0.0,67,1,71.63,20.1,28928.56,0.48,224,0.05,1607.14,1439.48,0.05,3,6,39,0.23,79,145,57,29,91,2.9,67,False
177,4,11,6,0,3,12,7,0.25,6,2.0,7,1.0,26,1,0.0,28,0,37.56,11.33,4824.95,0.14,83,0.09,268.05,425.73,0.14,3,6,21,0.19,34,49,21,14,36,9.68,28,False
178,1,3,2,0,0,4,2,0.22,2,2.0,2,1.0,6,1,0.0,9,0,18.23,3.86,271.19,0.02,19,0.26,15.07,70.31,0.5,1,2,6,0.18,9,10,7,6,11,0.0,9,False
179,3,3,2,0,9,4,2,0.22,2,2.0,2,1.0,8,1,0.0,9,3,13.59,10.67,1546.1,0.05,33,0.09,85.89,144.95,0.5,1,2,8,0.09,16,17,9,12,22,50.0,9,False
180,3,7,3,0,4,12,4,0.31,6,2.0,4,1.0,15,3,0.0,13,2,21.23,5.5,642.17,0.04,28,0.18,35.68,116.76,0.75,3,6,13,0.19,11,17,9,9,21,23.53,13,False
181,2,5,0,0,4,8,3,0.33,4,2.0,1,0.33,10,1,0.0,9,0,14.06,7.5,791.15,0.04,27,0.13,43.95,105.49,0.33,2,4,9,0.19,10,17,6,9,16,30.77,9,False
182,3,7,9,0,2,12,4,0.13,6,2.0,4,1.0,22,1,0.0,31,2,64.76,7.4,3542.75,0.16,90,0.14,196.82,478.97,0.25,3,6,20,0.11,39,51,29,11,37,6.06,31,False
183,11,16,2,0,3,24,9,0.26,12,2.0,3,0.33,34,1,0.0,35,0,17.38,36.0,22527.81,0.21,122,0.03,1251.55,625.77,0.11,6,12,27,0.18,54,68,15,20,50,7.89,35,False
184,0,1,4,0,1,0,1,0.2,0,0.0,1,1.0,5,1,0.0,5,0,27.17,1.75,83.21,0.02,15,0.57,4.62,47.55,1.0,0,0,6,0.14,7,8,6,3,7,16.67,5,False
185,0,3,3,0,0,4,2,0.4,2,2.0,2,1.0,7,1,0.0,5,1,21.19,3.21,218.94,0.02,19,0.31,12.16,68.11,0.5,1,2,7,0.33,9,10,7,5,6,0.0,5,False
186,2,1,2,13,4,0,1,0.06,0,0.0,1,1.0,15,1,0.0,3,1,104.67,3.73,1454.15,0.13,83,0.27,80.79,390.14,1.0,0,0,16,0.04,41,42,22,4,23,85.0,16,True
187,0,1,0,0,4,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,1,10.16,6.0,365.67,0.02,17,0.17,20.31,60.94,1.0,0,0,2,0.13,6,11,4,8,8,57.14,3,False
188,2,4,2,0,2,0,3,0.23,0,0.0,2,0.67,10,1,0.0,13,1,24.23,7.0,1187.51,0.06,37,0.14,65.97,169.64,0.33,0,0,9,0.17,14,23,12,12,18,13.33,13,False
189,5,3,1,0,0,4,2,0.11,2,2.0,2,1.0,17,1,0.0,19,1,51.65,15.24,11992.27,0.26,162,0.07,666.24,786.99,0.5,1,2,17,0.08,80,82,21,8,25,0.0,19,False
190,3,10,2,0,2,0,9,0.53,0,0.0,2,0.22,20,1,0.0,17,1,34.54,9.87,3363.75,0.11,67,0.1,186.88,340.86,0.11,0,0,13,0.39,25,42,19,15,23,10.53,17,False
191,0,3,0,0,1,4,2,0.2,2,2.0,1,0.5,7,1,0.0,10,0,16.37,10.5,1806.0,0.06,43,0.1,100.33,172.0,0.5,1,2,7,0.17,21,22,8,8,12,9.09,10,False
192,10,10,6,0,21,4,8,0.13,2,2.0,8,1.0,23,1,0.0,61,0,36.89,28.34,29630.1,0.35,164,0.04,1646.12,1045.51,0.13,1,2,17,0.09,74,90,47,36,93,25.61,61,True
193,6,10,5,0,7,12,6,0.26,6,2.0,5,0.83,22,1,0.0,23,0,34.0,13.52,6218.16,0.15,87,0.07,345.45,459.83,0.17,3,6,18,0.16,35,52,22,17,37,23.33,23,False
194,1,3,1,0,0,4,2,0.4,2,2.0,2,1.0,7,1,0.0,5,2,9.25,7.2,479.58,0.02,18,0.14,26.64,66.61,0.5,1,2,7,0.29,9,9,5,8,7,0.0,5,False
195,16,33,14,0,4,56,17,0.27,24,2.33,11,0.65,93,7,0.0,64,0,122.45,14.22,24755.65,0.58,277,0.07,1375.31,1741.06,0.41,16,28,78,0.2,130,147,64,14,85,5.88,64,True
196,22,22,12,0,17,30,12,0.21,12,2.5,7,0.58,59,10,0.0,57,0,55.49,25.96,37407.34,0.48,226,0.04,2078.19,1440.76,0.83,9,15,49,0.12,102,124,55,28,97,22.97,57,True
197,1,1,2,4,0,0,1,0.14,0,0.0,1,1.0,6,1,0.0,3,1,39.43,2.8,309.16,0.04,29,0.36,17.18,110.41,1.0,0,0,7,0.11,14,15,10,4,9,57.14,7,False
198,2,1,4,0,0,0,1,0.13,0,0.0,1,1.0,7,1,0.0,8,1,29.64,3.75,416.75,0.04,31,0.27,23.15,111.13,1.0,0,0,8,0.09,15,16,8,4,11,0.0,8,False
199,4,9,4,0,6,12,5,0.33,4,3.0,3,0.6,17,5,1.0,15,1,26.04,12.0,3749.74,0.1,65,0.08,208.32,312.48,1.0,4,6,14,0.19,32,33,16,12,26,28.57,15,False
200,0,3,1,0,0,4,2,0.29,2,2.0,2,1.0,5,1,0.0,7,0,8.64,4.17,150.0,0.01,12,0.24,8.33,36.0,0.5,1,2,5,0.25,5,7,3,5,8,0.0,7,False
201,2,8,7,0,0,4,6,0.32,2,2.0,6,1.0,17,1,0.0,19,0,36.77,10.91,4375.94,0.13,77,0.09,243.11,401.13,0.17,1,2,13,0.27,32,45,22,15,22,0.0,19,False
202,2,1,2,0,3,0,1,0.14,0,0.0,1,1.0,3,1,0.0,7,3,23.6,5.4,688.16,0.04,30,0.19,38.23,127.44,1.0,0,0,4,0.08,12,18,10,9,13,30.0,7,False
203,2,5,2,0,5,8,3,0.33,4,2.0,3,1.0,10,1,0.0,9,0,19.56,4.5,396.0,0.03,22,0.22,22.0,88.0,0.33,2,4,9,0.18,9,13,8,8,17,35.71,9,False
204,2,1,1,0,2,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,2,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,1.0,0,0,3,0.11,5,6,5,5,9,33.33,4,False
205,0,9,0,0,2,14,5,0.45,6,2.33,1,0.2,16,5,1.0,11,2,11.6,19.69,4495.15,0.08,47,0.05,249.73,228.33,1.0,4,7,13,0.36,15,32,8,21,14,15.38,11,False
206,10,7,8,0,14,12,4,0.12,6,2.0,4,1.0,30,1,0.0,33,0,83.78,8.05,5422.96,0.22,125,0.12,301.28,674.04,0.25,3,6,28,0.07,59,66,33,9,58,29.79,33,False
207,5,1,4,0,1,0,1,0.11,0,0.0,1,1.0,7,1,0.0,9,0,49.6,2.5,310.0,0.04,31,0.4,17.22,124.0,1.0,0,0,8,0.06,15,16,12,4,16,10.0,9,False
208,6,11,5,0,0,12,7,0.15,6,2.0,7,1.0,36,1,0.0,47,1,48.3,28.0,37867.16,0.45,235,0.04,2103.73,1352.4,0.14,3,6,31,0.13,88,147,33,21,54,0.0,47,False
209,3,5,0,0,2,8,3,0.25,4,2.0,1,0.33,10,1,0.0,12,2,27.78,4.67,605.07,0.04,30,0.21,33.61,129.66,0.33,2,4,9,0.17,14,16,12,8,18,14.29,12,False
210,2,1,3,0,1,0,1,0.17,0,0.0,1,1.0,5,1,0.0,6,0,31.87,2.25,161.32,0.02,20,0.44,8.96,71.7,1.0,0,0,6,0.1,9,11,8,4,10,14.29,6,False
211,8,29,5,0,2,56,15,0.48,28,2.0,15,1.0,75,15,1.0,31,0,116.24,14.08,23049.99,0.55,276,0.07,1280.56,1636.88,1.0,14,28,62,0.36,115,161,49,12,42,6.06,31,False
212,2,1,2,0,2,0,1,0.14,0,0.0,1,1.0,3,1,0.0,7,1,14.88,8.13,982.54,0.04,29,0.12,54.59,120.93,1.0,0,0,4,0.08,13,16,8,10,12,22.22,7,False
213,25,25,9,0,18,38,14,0.22,18,2.11,12,0.86,77,1,0.0,63,1,81.53,17.98,26360.63,0.49,240,0.06,1464.48,1466.05,0.07,10,19,65,0.13,110,130,52,17,107,22.22,63,True
214,4,3,3,0,2,4,2,0.1,2,2.0,2,1.0,8,1,0.0,20,1,48.42,7.26,2552.29,0.12,68,0.14,141.79,351.55,0.5,1,2,8,0.07,33,35,25,11,27,9.09,20,True
215,2,7,4,0,0,12,4,0.33,6,2.0,3,0.75,15,1,0.0,12,0,30.19,5.92,1059.13,0.06,39,0.17,58.84,178.81,0.25,3,6,13,0.27,14,25,13,11,15,0.0,12,False
216,14,3,7,0,7,4,2,0.06,2,2.0,1,0.5,30,1,0.0,34,0,96.01,17.68,30006.37,0.57,276,0.06,1667.02,1697.33,0.5,1,2,30,0.04,132,144,56,15,56,17.07,34,False
217,2,1,2,0,1,0,1,0.17,0,0.0,1,1.0,3,1,0.0,6,5,39.24,2.92,333.81,0.04,28,0.34,18.54,114.45,1.0,0,0,4,0.1,14,14,12,5,10,14.29,6,False
218,2,1,3,0,1,0,1,0.11,0,0.0,1,1.0,5,1,0.0,9,1,28.28,6.05,1033.56,0.06,41,0.17,57.42,170.97,1.0,0,0,6,0.08,19,22,11,7,13,10.0,9,True
219,0,1,1,0,1,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.2,2,3,2,3,5,25.0,3,False
220,4,9,5,0,4,14,5,0.33,6,2.33,4,0.8,18,3,0.0,15,1,40.48,7.2,2098.65,0.1,60,0.14,116.59,291.48,0.6,4,7,15,0.21,32,28,20,9,24,21.05,15,False
221,2,3,2,0,1,4,2,0.22,2,2.0,2,1.0,8,1,0.0,9,0,30.84,4.96,758.26,0.05,36,0.2,42.13,152.93,0.5,1,2,8,0.15,17,19,12,7,13,10.0,9,False
222,6,13,7,0,6,24,7,0.23,12,2.0,6,0.86,31,1,0.0,31,0,62.84,11.23,7918.85,0.24,130,0.09,439.94,705.41,0.14,6,12,26,0.16,58,72,31,12,44,16.21,31,False
223,6,1,6,0,2,0,1,0.1,0,0.0,1,1.0,8,1,0.0,10,0,70.97,2.38,400.32,0.06,39,0.42,22.24,168.56,1.0,0,0,9,0.05,19,20,16,4,19,16.67,10,False
224,2,1,1,0,1,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,2,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,1.0,0,0,3,0.11,6,9,5,7,9,16.67,5,False
225,2,5,2,0,1,6,3,0.18,2,3.0,2,0.67,10,3,1.0,17,0,35.86,9.9,3514.5,0.12,71,0.1,195.25,355.0,1.0,2,3,9,0.14,33,38,20,12,21,5.56,17,False
226,8,1,1,0,7,0,1,0.04,0,0.0,1,1.0,4,1,0.0,23,0,73.09,9.33,6367.15,0.23,133,0.11,353.73,682.19,1.0,0,0,5,0.03,63,70,27,8,39,23.33,23,False
227,3,9,3,0,11,12,5,0.28,4,3.0,3,0.6,16,4,0.0,18,2,21.66,18.0,7016.86,0.13,76,0.06,389.83,389.83,0.8,4,6,13,0.15,34,42,17,18,33,37.93,18,False
228,2,1,1,0,2,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,2,13.84,3.0,124.54,0.01,12,0.33,6.92,41.51,1.0,0,0,3,0.11,5,7,5,6,9,33.33,4,False
229,1,3,2,16,0,4,2,0.08,2,2.0,2,1.0,21,1,0.0,9,0,95.59,5.98,3422.92,0.19,109,0.17,190.16,572.02,0.5,1,2,21,0.07,53,56,31,7,27,64.0,25,False
230,4,6,2,3,0,0,5,0.36,0,0.0,2,0.4,13,1,0.0,11,1,24.24,7.09,1218.89,0.06,38,0.14,67.72,171.9,0.2,0,0,10,0.26,13,25,11,12,19,21.43,14,False
231,14,23,11,0,13,38,12,0.21,18,2.11,9,0.75,58,4,0.0,58,2,52.09,23.52,28823.57,0.41,202,0.04,1601.31,1225.35,0.33,10,19,48,0.14,90,112,44,23,86,18.31,58,False
232,4,6,2,2,0,0,5,0.38,0,0.0,2,0.4,13,1,0.0,11,1,25.68,7.5,1444.26,0.06,42,0.13,80.24,192.57,0.2,0,0,10,0.28,15,27,12,12,18,15.38,13,False
233,10,5,7,3,7,8,3,0.06,4,2.0,3,1.0,20,1,0.0,44,2,58.61,15.28,13683.04,0.3,151,0.07,760.17,895.54,0.33,2,4,19,0.05,73,78,43,18,65,18.52,47,False
234,2,3,2,0,4,4,2,0.22,2,2.0,2,1.0,7,1,0.0,9,2,19.51,8.0,1248.64,0.05,35,0.13,69.37,156.08,0.5,1,2,7,0.13,16,19,11,11,16,30.77,9,False
235,4,9,3,0,13,10,5,0.56,2,5.0,2,0.4,14,5,1.0,9,1,20.85,5.0,521.24,0.03,25,0.2,28.96,104.25,1.0,4,5,11,0.19,10,15,9,9,27,59.09,9,False
236,5,5,13,0,3,4,3,0.13,2,2.0,3,1.0,24,1,0.0,23,2,88.98,6.22,3442.96,0.18,102,0.16,191.28,553.48,0.33,1,2,23,0.09,47,55,34,9,32,11.54,23,False
237,3,3,4,0,1,4,2,0.18,2,2.0,2,1.0,11,1,0.0,11,3,30.55,7.09,1536.14,0.07,53,0.14,85.34,216.64,0.5,1,2,11,0.13,26,27,11,6,16,8.33,11,False
238,8,16,4,0,5,24,9,0.31,10,2.4,4,0.44,33,4,0.0,29,0,18.35,26.0,12402.61,0.16,93,0.04,689.03,477.02,0.44,7,12,26,0.21,39,54,15,20,43,14.71,29,False
239,4,13,4,0,1,22,7,0.28,10,2.2,6,0.86,32,4,0.0,25,0,35.89,10.4,3882.17,0.12,74,0.1,215.68,373.29,0.57,6,11,27,0.23,32,42,20,13,31,3.85,25,False
240,8,5,7,0,3,0,4,0.22,0,0.0,4,1.0,18,1,0.0,18,0,48.3,8.85,3781.09,0.14,84,0.11,210.06,427.35,0.25,0,0,16,0.13,37,47,23,11,30,14.29,18,False
241,1,3,3,0,0,4,2,0.15,2,2.0,2,1.0,8,1,0.0,13,0,27.15,4.45,538.68,0.04,29,0.22,29.93,120.93,0.5,1,2,8,0.13,14,15,11,7,15,0.0,13,False
242,2,1,2,0,2,0,1,0.17,0,0.0,1,1.0,3,1,0.0,6,3,31.26,3.0,281.3,0.03,24,0.33,15.63,93.77,1.0,0,0,4,0.09,12,12,10,5,11,25.0,6,False
243,20,33,13,0,9,16,28,0.28,8,2.0,15,0.54,118,1,0.0,100,1,78.34,47.45,176348.54,1.24,526,0.02,9797.14,3716.76,0.04,4,8,92,0.22,223,303,94,40,130,8.26,100,False
244,0,3,1,0,0,4,2,0.29,2,2.0,2,1.0,5,1,0.0,7,0,8.64,4.17,150.0,0.01,12,0.24,8.33,36.0,0.5,1,2,5,0.25,5,7,3,5,8,0.0,7,False
245,8,13,4,0,12,22,7,0.25,10,2.2,4,0.57,29,3,0.0,28,2,30.79,16.07,7959.08,0.17,99,0.06,442.17,495.0,0.43,6,11,24,0.14,47,52,19,13,49,30.0,28,False
246,0,3,0,0,0,4,2,0.5,2,2.0,1,0.5,5,1,0.0,4,1,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,0.5,1,2,5,0.4,4,9,3,8,5,0.0,4,False
247,2,1,0,0,4,0,1,0.2,0,0.0,1,1.0,1,1,0.0,5,1,19.35,5.25,533.29,0.03,26,0.19,29.63,101.58,1.0,0,0,2,0.08,7,19,6,9,12,44.44,5,False
